id_transacao,data,funcionario,cargo,descricao,valor,categoria,departamento,amount,date,beneficiary
TX_1513,2008-04-16,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,48.04,Refeição com Cliente,Vendas,48.04,2008-04-16,unknown
TX_1514,2008-04-16,Phyllis Vance,Vendedor,Cugino's - Despesa de Refeição com Cliente,126.41,Refeição com Cliente,Vendas,126.41,2008-04-16,unknown
TX_1515,2008-04-16,Andy Bernard,Vendedor,Cugino's - Despesa de Refeição com Cliente,57.88,Refeição com Cliente,Vendas,57.88,2008-04-16,unknown
TX_1516,2008-04-16,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,42.91,Material de Escritório,Administrativo,42.91,2008-04-16,unknown
TX_1517,2008-04-16,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,54.82,Copa e Cozinha,Contabilidade,54.82,2008-04-16,unknown
TX_1518,2008-04-16,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,20.33,Manutenção,Recursos Humanos,20.33,2008-04-16,unknown
TX_1519,2008-04-16,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,41.39,Copa e Cozinha,Contabilidade,41.39,2008-04-16,unknown
TX_1520,2008-04-16,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,9.22,Material de Escritório,Atendimento ao Cliente,9.22,2008-04-16,unknown
TX_1521,2008-04-16,Dwight Schrute,Vendedor,Dunkin Donuts - Despesa de Refeição,55.2,Refeição,Vendas,55.2,2008-04-16,unknown
TX_1522,2008-04-16,Meredith Palmer,Rel. Fornecedores,Manutenção de Copiadora - Despesa de Manutenção,31.61,Manutenção,Suprimentos,31.61,2008-04-16,unknown
TX_1523,2008-04-16,Kelly Kapoor,Atendimento,Água Crystal - Despesa de Copa e Cozinha,12.94,Copa e Cozinha,Atendimento ao Cliente,12.94,2008-04-16,unknown
TX_1524,2008-04-16,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,29.85,Diversos,Suprimentos,29.85,2008-04-16,unknown
TX_1525,2008-04-16,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,88.42,Transporte Local,Vendas,88.42,2008-04-16,unknown
TX_1526,2008-04-16,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,71.66,Refeição,Vendas,71.66,2008-04-16,unknown
TX_1527,2008-04-16,Michael Scott,Gerente Regional,Chili's - Despesa de Refeição com Cliente,70.3,Refeição com Cliente,Gerência,70.3,2008-04-16,unknown
TX_1528,2008-04-16,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,68.52,Manutenção,Administrativo,68.52,2008-04-16,unknown
TX_1529,2008-04-16,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,6.66,Copa e Cozinha,Contabilidade,6.66,2008-04-16,unknown
TX_1530,2008-04-16,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,53.17,Logística,Administrativo,53.17,2008-04-16,unknown
TX_1531,2008-04-16,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,73.86,Logística,Administrativo,73.86,2008-04-16,unknown
TX_1532,2008-04-16,Jim Halpert,Vendedor,Cugino's - Despesa de Refeição com Cliente,116.98,Refeição com Cliente,Vendas,116.98,2008-04-16,unknown
TX_1533,2008-04-16,Toby Flenderson,RH,FedEx - Despesa de Correios,37.64,Correios,Recursos Humanos,37.64,2008-04-16,unknown
TX_1534,2008-04-16,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,75.63,Refeição,Vendas,75.63,2008-04-16,unknown
TX_1535,2008-04-16,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,63.17,Transporte Local,Vendas,63.17,2008-04-16,unknown
TX_1536,2008-04-16,Stanley Hudson,Vendedor,Chili's - Despesa de Refeição com Cliente,42.7,Refeição com Cliente,Vendas,42.7,2008-04-16,unknown
TX_1537,2008-04-16,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,65.24,Manutenção,Contabilidade,65.24,2008-04-16,unknown
TX_1538,2008-04-16,Kevin Malone,Contador,FedEx - Despesa de Correios,8.97,Correios,Contabilidade,8.97,2008-04-16,unknown
TX_1539,2008-04-16,Kelly Kapoor,Atendimento,Dunder Mifflin Warehouse - Despesa de Logística,14.3,Logística,Atendimento ao Cliente,14.3,2008-04-16,unknown
TX_1540,2008-04-16,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,157.94,Transporte Local,Vendas,157.94,2008-04-16,unknown
TX_1541,2008-04-16,Stanley Hudson,Vendedor,Papelaria Local - Despesa de Material de Escritório,68.44,Material de Escritório,Vendas,68.44,2008-04-16,unknown
TX_1542,2008-04-17,Darryl Philbin,Chefe de Depósito,FedEx - Despesa de Correios,3.68,Correios,Depósito,3.68,2008-04-17,unknown
TX_1543,2008-04-17,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,18.55,Diversos,Suprimentos,18.55,2008-04-17,unknown
TX_1544,2008-04-17,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,64.94,Logística,Administrativo,64.94,2008-04-17,unknown
TX_1545,2008-04-17,Meredith Palmer,Rel. Fornecedores,FedEx - Despesa de Correios,13.44,Correios,Suprimentos,13.44,2008-04-17,unknown
TX_1546,2008-04-17,Kelly Kapoor,Atendimento,Água Crystal - Despesa de Copa e Cozinha,3.2,Copa e Cozinha,Atendimento ao Cliente,3.2,2008-04-17,unknown
TX_1547,2008-04-17,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,31.89,Material de Escritório,Contabilidade,31.89,2008-04-17,unknown
TX_1548,2008-04-17,Creed Bratton,Qualidade,Água Crystal - Despesa de Copa e Cozinha,16.75,Copa e Cozinha,Qualidade,16.75,2008-04-17,unknown
TX_1549,2008-04-17,Dwight Schrute,Vendedor,Cugino's - Despesa de Refeição com Cliente,76.28,Refeição com Cliente,Vendas,76.28,2008-04-17,unknown
TX_1550,2008-04-17,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,30.16,Logística,Recursos Humanos,30.16,2008-04-17,unknown
TX_1551,2008-04-17,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,22.63,Manutenção,Administrativo,22.63,2008-04-17,unknown
TX_1552,2008-04-17,Michael Scott,Gerente Regional,Chili's - Despesa de Refeição com Cliente,174.23,Refeição com Cliente,Gerência,174.23,2008-04-17,unknown
TX_1553,2008-04-17,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,29.84,Copa e Cozinha,Recursos Humanos,29.84,2008-04-17,unknown
TX_1554,2008-04-17,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,32.6,Logística,Recursos Humanos,32.6,2008-04-17,unknown
TX_1555,2008-04-17,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,51.67,Transporte Local,Vendas,51.67,2008-04-17,unknown
TX_1556,2008-04-17,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,127.37,Refeição com Cliente,Vendas,127.37,2008-04-17,unknown
TX_1557,2008-04-17,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,14.57,Logística,Qualidade,14.57,2008-04-17,unknown
TX_1558,2008-04-17,Pam Beesly,Recepcionista,FedEx - Despesa de Correios,13.4,Correios,Administrativo,13.4,2008-04-17,unknown
TX_1559,2008-04-17,Andy Bernard,Vendedor,Hertz Rent-a-Car - Despesa de Viagem,21.5,Viagem,Vendas,21.5,2008-04-17,unknown
TX_1560,2008-04-17,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,49.38,Copa e Cozinha,Contabilidade,49.38,2008-04-17,unknown
TX_1561,2008-04-17,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,78.46,Manutenção,Contabilidade,78.46,2008-04-17,unknown
TX_1562,2008-04-17,Stanley Hudson,Vendedor,Hertz Rent-a-Car - Despesa de Viagem,51.16,Viagem,Vendas,51.16,2008-04-17,unknown
TX_1563,2008-04-17,Andy Bernard,Vendedor,Gasolina Shell - Despesa de Transporte Local,170.05,Transporte Local,Vendas,170.05,2008-04-17,unknown
TX_1564,2008-04-17,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,38.92,Material de Escritório,Administrativo,38.92,2008-04-17,unknown
TX_1565,2008-04-17,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,28.46,Diversos,Atendimento ao Cliente,28.46,2008-04-17,unknown
TX_1566,2008-04-18,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,12.77,Manutenção,Depósito,12.77,2008-04-18,unknown
TX_1567,2008-04-18,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,6.7,Material de Escritório,Contabilidade,6.7,2008-04-18,unknown
TX_1568,2008-04-18,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,150.22,Transporte Local,Vendas,150.22,2008-04-18,unknown
TX_1569,2008-04-18,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,9.95,Logística,Recursos Humanos,9.95,2008-04-18,unknown
TX_1570,2008-04-18,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,143.4,Refeição com Cliente,Vendas,143.4,2008-04-18,unknown
TX_1571,2008-04-18,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,16.63,Manutenção,Contabilidade,16.63,2008-04-18,unknown
TX_1572,2008-04-18,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,31.44,Copa e Cozinha,Suprimentos,31.44,2008-04-18,unknown
TX_1573,2008-04-18,Oscar Martinez,Contador,Manutenção de Copiadora - Despesa de Manutenção,26.93,Manutenção,Contabilidade,26.93,2008-04-18,unknown
TX_1574,2008-04-18,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,21.25,Logística,Administrativo,21.25,2008-04-18,unknown
TX_1575,2008-04-18,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,69.62,Manutenção,Contabilidade,69.62,2008-04-18,unknown
TX_1576,2008-04-18,Creed Bratton,Qualidade,FedEx - Despesa de Correios,37.5,Correios,Qualidade,37.5,2008-04-18,unknown
TX_1577,2008-04-18,Toby Flenderson,RH,FedEx - Despesa de Correios,26.33,Correios,Recursos Humanos,26.33,2008-04-18,unknown
TX_1578,2008-04-18,Michael Scott,Gerente Regional,Gasolina Shell - Despesa de Transporte Local,168.0,Transporte Local,Gerência,168.0,2008-04-18,unknown
TX_1579,2008-04-18,Darryl Philbin,Chefe de Depósito,Água Crystal - Despesa de Copa e Cozinha,25.52,Copa e Cozinha,Depósito,25.52,2008-04-18,unknown
TX_1580,2008-04-18,Jim Halpert,Vendedor,Chili's - Despesa de Refeição com Cliente,80.01,Refeição com Cliente,Vendas,80.01,2008-04-18,unknown
TX_1581,2008-04-18,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,25.0,Copa e Cozinha,Recursos Humanos,25.0,2008-04-18,unknown
TX_1582,2008-04-18,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,79.76,Transporte Local,Vendas,79.76,2008-04-18,unknown
TX_1583,2008-04-18,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,15.58,Logística,Recursos Humanos,15.58,2008-04-18,unknown
TX_1584,2008-04-18,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,10.15,Material de Escritório,Atendimento ao Cliente,10.15,2008-04-18,unknown
TX_1585,2008-04-18,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,67.29,Material de Escritório,Vendas,67.29,2008-04-18,unknown
TX_1586,2008-04-18,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,152.91,Refeição,Vendas,152.91,2008-04-18,unknown
TX_1587,2008-04-18,Darryl Philbin,Chefe de Depósito,Staples - Despesa de Material de Escritório,21.56,Material de Escritório,Depósito,21.56,2008-04-18,unknown
TX_1588,2008-04-18,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,30.21,Logística,Qualidade,30.21,2008-04-18,unknown
TX_1589,2008-04-18,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,24.32,Manutenção,Administrativo,24.32,2008-04-18,unknown
TX_1590,2008-04-18,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,4.76,Logística,Qualidade,4.76,2008-04-18,unknown
TX_1591,2008-04-18,Kelly Kapoor,Atendimento,Água Crystal - Despesa de Copa e Cozinha,18.9,Copa e Cozinha,Atendimento ao Cliente,18.9,2008-04-18,unknown
TX_1592,2008-04-18,Oscar Martinez,Contador,Dunder Mifflin Warehouse - Despesa de Logística,60.48,Logística,Contabilidade,60.48,2008-04-18,unknown
TX_1593,2008-04-18,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,3.67,Diversos,Suprimentos,3.67,2008-04-18,unknown
TX_1594,2008-04-18,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,25.09,Diversos,Atendimento ao Cliente,25.09,2008-04-18,unknown
TX_1595,2008-04-18,Andy Bernard,Vendedor,Papelaria Local - Despesa de Material de Escritório,100.71,Material de Escritório,Vendas,100.71,2008-04-18,unknown
TX_1596,2008-04-18,Creed Bratton,Qualidade,FedEx - Despesa de Correios,17.32,Correios,Qualidade,17.32,2008-04-18,unknown
TX_1597,2008-04-19,Dwight Schrute,Vendedor,Algemas de Houdini (Loja de Mágica),85.0,Material de Treinamento,Vendas,85.0,2008-04-19,unknown
TX_1598,2008-04-19,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,12.44,Copa e Cozinha,Contabilidade,12.44,2008-04-19,unknown
TX_1599,2008-04-19,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,36.17,Logística,Qualidade,36.17,2008-04-19,unknown
TX_1600,2008-04-19,Pam Beesly,Recepcionista,FedEx - Despesa de Correios,9.13,Correios,Administrativo,9.13,2008-04-19,unknown
TX_1601,2008-04-19,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,98.33,Transporte Local,Vendas,98.33,2008-04-19,unknown
TX_1602,2008-04-19,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,18.44,Diversos,Qualidade,18.44,2008-04-19,unknown
TX_1603,2008-04-19,Creed Bratton,Qualidade,FedEx - Despesa de Correios,26.52,Correios,Qualidade,26.52,2008-04-19,unknown
TX_1604,2008-04-19,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,68.1,Transporte Local,Vendas,68.1,2008-04-19,unknown
TX_1605,2008-04-19,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,106.76,Transporte Local,Vendas,106.76,2008-04-19,unknown
TX_1606,2008-04-19,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,165.2,Refeição,Vendas,165.2,2008-04-19,unknown
TX_1607,2008-04-19,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,21.97,Copa e Cozinha,Administrativo,21.97,2008-04-19,unknown
TX_1608,2008-04-19,Toby Flenderson,RH,Vending Machine - Despesa de Diversos,28.61,Diversos,Recursos Humanos,28.61,2008-04-19,unknown
TX_1609,2008-04-19,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,69.03,Copa e Cozinha,Contabilidade,69.03,2008-04-19,unknown
TX_1610,2008-04-19,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,69.59,Copa e Cozinha,Contabilidade,69.59,2008-04-19,unknown
TX_1611,2008-04-19,Michael Scott,Gerente Regional,Best Western Hotel - Despesa de Viagem,61.83,Viagem,Gerência,61.83,2008-04-19,unknown
TX_1612,2008-04-19,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,22.77,Diversos,Qualidade,22.77,2008-04-19,unknown
TX_1613,2008-04-19,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,37.95,Logística,Qualidade,37.95,2008-04-19,unknown
TX_1614,2008-04-19,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,56.49,Transporte Local,Vendas,56.49,2008-04-19,unknown
TX_1615,2008-04-19,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,60.56,Material de Escritório,Contabilidade,60.56,2008-04-19,unknown
TX_1616,2008-04-19,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,23.57,Copa e Cozinha,Recursos Humanos,23.57,2008-04-19,unknown
TX_1617,2008-04-19,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,11.47,Material de Escritório,Contabilidade,11.47,2008-04-19,unknown
TX_1618,2008-04-19,Jim Halpert,Vendedor,Estacionamento Central - Despesa de Transporte Local,71.69,Transporte Local,Vendas,71.69,2008-04-19,unknown
TX_1619,2008-04-19,Angela Martin,Contadora,FedEx - Despesa de Correios,26.4,Correios,Contabilidade,26.4,2008-04-19,unknown
TX_1620,2008-04-19,Michael Scott,Gerente Regional,Gasolina Shell - Despesa de Transporte Local,155.59,Transporte Local,Gerência,155.59,2008-04-19,unknown
TX_1621,2008-04-19,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,26.41,Manutenção,Qualidade,26.41,2008-04-19,unknown
TX_1622,2008-04-19,Andy Bernard,Vendedor,Hertz Rent-a-Car - Despesa de Viagem,74.33,Viagem,Vendas,74.33,2008-04-19,unknown
TX_1623,2008-04-19,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,36.1,Material de Escritório,Contabilidade,36.1,2008-04-19,unknown
TX_1624,2008-04-19,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,24.93,Material de Escritório,Atendimento ao Cliente,24.93,2008-04-19,unknown
TX_1625,2008-04-20,Creed Bratton,Qualidade,Água Crystal - Despesa de Copa e Cozinha,35.99,Copa e Cozinha,Qualidade,35.99,2008-04-20,unknown
TX_1626,2008-04-20,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,22.0,Material de Escritório,Recursos Humanos,22.0,2008-04-20,unknown
TX_1627,2008-04-20,Stanley Hudson,Vendedor,Amtrak Train - Despesa de Viagem,93.84,Viagem,Vendas,93.84,2008-04-20,unknown
TX_1628,2008-04-20,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,30.12,Logística,Recursos Humanos,30.12,2008-04-20,unknown
TX_1629,2008-04-20,Michael Scott,Gerente Regional,Dunkin Donuts - Despesa de Refeição,77.42,Refeição,Gerência,77.42,2008-04-20,unknown
TX_1630,2008-04-20,Oscar Martinez,Contador,FedEx - Despesa de Correios,35.74,Correios,Contabilidade,35.74,2008-04-20,unknown
TX_1631,2008-04-20,Phyllis Vance,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,159.56,Refeição com Cliente,Vendas,159.56,2008-04-20,unknown
TX_1632,2008-04-20,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,38.42,Logística,Recursos Humanos,38.42,2008-04-20,unknown
TX_1633,2008-04-20,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,4.32,Manutenção,Atendimento ao Cliente,4.32,2008-04-20,unknown
TX_1634,2008-04-20,Kevin Malone,Contador,FedEx - Despesa de Correios,30.24,Correios,Contabilidade,30.24,2008-04-20,unknown
TX_1635,2008-04-20,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,131.08,Refeição,Vendas,131.08,2008-04-20,unknown
TX_1636,2008-04-20,Dwight Schrute,Vendedor,Dunkin Donuts - Despesa de Refeição,92.87,Refeição,Vendas,92.87,2008-04-20,unknown
TX_1637,2008-04-20,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,146.89,Refeição,Vendas,146.89,2008-04-20,unknown
TX_1638,2008-04-20,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,47.28,Copa e Cozinha,Contabilidade,47.28,2008-04-20,unknown
TX_1639,2008-04-20,Jim Halpert,Vendedor,Cugino's - Despesa de Refeição com Cliente,139.22,Refeição com Cliente,Vendas,139.22,2008-04-20,unknown
TX_1640,2008-04-20,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,13.37,Logística,Recursos Humanos,13.37,2008-04-20,unknown
TX_1641,2008-04-20,Darryl Philbin,Chefe de Depósito,Água Crystal - Despesa de Copa e Cozinha,18.05,Copa e Cozinha,Depósito,18.05,2008-04-20,unknown
TX_1642,2008-04-20,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,34.7,Manutenção,Administrativo,34.7,2008-04-20,unknown
TX_1643,2008-04-20,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,24.01,Refeição com Cliente,Vendas,24.01,2008-04-20,unknown
TX_1644,2008-04-20,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,33.96,Material de Escritório,Contabilidade,33.96,2008-04-20,unknown
TX_1645,2008-04-20,Kevin Malone,Contador,FedEx - Despesa de Correios,16.0,Correios,Contabilidade,16.0,2008-04-20,unknown
TX_1646,2008-04-20,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,59.77,Copa e Cozinha,Administrativo,59.77,2008-04-20,unknown
TX_1647,2008-04-20,Kelly Kapoor,Atendimento,Dunder Mifflin Warehouse - Despesa de Logística,4.74,Logística,Atendimento ao Cliente,4.74,2008-04-20,unknown
TX_1648,2008-04-20,Michael Scott,Gerente Regional,Chili's - Despesa de Refeição com Cliente,183.58,Refeição com Cliente,Gerência,183.58,2008-04-20,unknown
TX_1649,2008-04-20,Jim Halpert,Vendedor,Estacionamento Central - Despesa de Transporte Local,30.31,Transporte Local,Vendas,30.31,2008-04-20,unknown
TX_1650,2008-04-20,Stanley Hudson,Vendedor,Papelaria Local - Despesa de Material de Escritório,59.38,Material de Escritório,Vendas,59.38,2008-04-20,unknown
TX_1651,2008-04-20,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,7.29,Copa e Cozinha,Contabilidade,7.29,2008-04-20,unknown
TX_1652,2008-04-20,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,6.96,Material de Escritório,Recursos Humanos,6.96,2008-04-20,unknown
TX_1653,2008-04-21,Michael Scott,Gerente Regional,Hotel Winnipeg (Sinal de Reserva),450.0,Viagem,Gerência,450.0,2008-04-21,unknown
TX_1654,2008-04-21,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,110.3,Transporte Local,Vendas,110.3,2008-04-21,unknown
TX_1655,2008-04-21,Phyllis Vance,Vendedor,Estacionamento Central - Despesa de Transporte Local,140.04,Transporte Local,Vendas,140.04,2008-04-21,unknown
TX_1656,2008-04-21,Andy Bernard,Vendedor,Estacionamento Central - Despesa de Transporte Local,122.15,Transporte Local,Vendas,122.15,2008-04-21,unknown
TX_1657,2008-04-21,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,17.78,Copa e Cozinha,Contabilidade,17.78,2008-04-21,unknown
TX_1658,2008-04-21,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,45.38,Manutenção,Contabilidade,45.38,2008-04-21,unknown
TX_1659,2008-04-21,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,120.55,Material de Escritório,Vendas,120.55,2008-04-21,unknown
TX_1660,2008-04-21,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,31.26,Material de Escritório,Qualidade,31.26,2008-04-21,unknown
TX_1661,2008-04-21,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,58.82,Manutenção,Contabilidade,58.82,2008-04-21,unknown
TX_1662,2008-04-21,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,20.6,Diversos,Atendimento ao Cliente,20.6,2008-04-21,unknown
TX_1663,2008-04-21,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,36.18,Manutenção,Recursos Humanos,36.18,2008-04-21,unknown
TX_1664,2008-04-21,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,22.68,Transporte Local,Vendas,22.68,2008-04-21,unknown
TX_1665,2008-04-21,Michael Scott,Gerente Regional,Dunkin Donuts - Despesa de Refeição,96.56,Refeição,Gerência,96.56,2008-04-21,unknown
TX_1666,2008-04-21,Phyllis Vance,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,95.74,Refeição com Cliente,Vendas,95.74,2008-04-21,unknown
TX_1667,2008-04-21,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,14.68,Material de Escritório,Qualidade,14.68,2008-04-21,unknown
TX_1668,2008-04-21,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,54.45,Refeição com Cliente,Vendas,54.45,2008-04-21,unknown
TX_1669,2008-04-21,Darryl Philbin,Chefe de Depósito,Vending Machine - Despesa de Diversos,10.19,Diversos,Depósito,10.19,2008-04-21,unknown
TX_1670,2008-04-21,Kevin Malone,Contador,FedEx - Despesa de Correios,67.14,Correios,Contabilidade,67.14,2008-04-21,unknown
TX_1671,2008-04-21,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,22.11,Diversos,Qualidade,22.11,2008-04-21,unknown
TX_1672,2008-04-21,Kelly Kapoor,Atendimento,Água Crystal - Despesa de Copa e Cozinha,34.12,Copa e Cozinha,Atendimento ao Cliente,34.12,2008-04-21,unknown
TX_1673,2008-04-21,Creed Bratton,Qualidade,FedEx - Despesa de Correios,6.0,Correios,Qualidade,6.0,2008-04-21,unknown
TX_1674,2008-04-21,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,152.29,Transporte Local,Vendas,152.29,2008-04-21,unknown
TX_1675,2008-04-21,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,59.27,Material de Escritório,Contabilidade,59.27,2008-04-21,unknown
TX_1676,2008-04-21,Phyllis Vance,Vendedor,Dunkin Donuts - Despesa de Refeição,145.59,Refeição,Vendas,145.59,2008-04-21,unknown
TX_1677,2008-04-21,Kelly Kapoor,Atendimento,FedEx - Despesa de Correios,6.36,Correios,Atendimento ao Cliente,6.36,2008-04-21,unknown
TX_1678,2008-04-21,Meredith Palmer,Rel. Fornecedores,Dunder Mifflin Warehouse - Despesa de Logística,27.95,Logística,Suprimentos,27.95,2008-04-21,unknown
TX_1679,2008-04-21,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,60.66,Material de Escritório,Administrativo,60.66,2008-04-21,unknown
TX_1680,2008-04-21,Kevin Malone,Contador,Dunder Mifflin Warehouse - Despesa de Logística,12.85,Logística,Contabilidade,12.85,2008-04-21,unknown
TX_1681,2008-04-21,Darryl Philbin,Chefe de Depósito,FedEx - Despesa de Correios,32.42,Correios,Depósito,32.42,2008-04-21,unknown
TX_1682,2008-04-21,Oscar Martinez,Contador,Dunder Mifflin Warehouse - Despesa de Logística,74.01,Logística,Contabilidade,74.01,2008-04-21,unknown
TX_1683,2008-04-21,Dwight Schrute,Vendedor,Cugino's - Despesa de Refeição com Cliente,112.64,Refeição com Cliente,Vendas,112.64,2008-04-21,unknown
TX_1684,2008-04-21,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,27.03,Material de Escritório,Qualidade,27.03,2008-04-21,unknown
TX_1685,2008-04-21,Kevin Malone,Contador,FedEx - Despesa de Correios,15.97,Correios,Contabilidade,15.97,2008-04-21,unknown
TX_1686,2008-04-21,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,27.71,Manutenção,Contabilidade,27.71,2008-04-21,unknown
